UniqueID,ObservationID,Site,PugetSoundRegion,OnOff,Habitat,ReferenceType,reference_treatment,CenterEdge,EdgeOtherSide,HabitatDet,HabitatDetReg,RefTreSiteNo,SD_card_number,video_segment_number,VideoDate,ObservationDate,Media_file,visibility,eelgrass_algae_bare,eelgrass_obstructing_view,time_of_high_tide,Total_media_length,FPS,Subject,vertical_distribution,trophic_level,TL,morphology,prey_phyla,reproductive_mode_functional_group,feeding_mode,count,Behavior,Modifiers,Behavior_type,Start,Stop,Comment_start,Comment_stop,NewFG,NewFG2,Year,Month,NewFG3,VideoDate_M,VideoDate_D,VideoDate_Y,Date_eel,Month_eel,Day_eel,Year_eel,Region_eel,Location_eel,HabitatType_eel,ReferenceFor_eel,J_NumSquaresShoots_eel,J_NumShootsDiagonal_eel,J_MaxBladeLength_cm_eel,J_SheathLength_cm_eel,J_MaxSheathWidth_eel,J_DryEpiphyteMass__eel,J_DryAboveGroundEelgrassBiomass__eel,M_NumSquaresShoots_eel,M_NumShootsDiagonal_eel,M_NMaxBladeLength_cm_eel,M_NSheathLength_cm_eel,M_NMaxSheathWidth_eel,M_NDryEpiphyteMass__eel,M_NDryAboveGroundEelgrassBiomass__eel,O_NumSquaresShoots_eel,O_NumShootsDiagonal_eel,O_MaxBladeLength_cm_eel,O_SheathLength_cm_eel,O_MaxSheathWidth_eel,O_DryEpiphyteMass__eel,O_DryAboveGroundEelgrassBiomass__eel
42,SD24 152 7_12_2017,Dosewallips,Hood Canal,On,Clam,NA,T,Center,NA,Clam,Clam_H,6,SD24,152,7_12_2017,43048.62361,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD24/GOPR0152.MP13,high,b,no,0.284027778,119.94,59.94,unknown non flatfish,pelagic/free swimming,,NA,NA,NA,NA,NA,1,o,,POINT,69.829,0,,,PelFusZP,UNK,2017,7,,7,12,2017,42928,7,12,2017,Hood Canal,Dosewallips,Clams,NA,4.9,2.76,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0
43,SD40 371 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,371,3_28_2018,43228.62222,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0371.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,21.866,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,SD24 152 7_12_2017,Dosewallips,Hood Canal,On,Clam,NA,T,Center,NA,Clam,Clam_H,6,SD24,152,7_12_2017,43048.62361,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD24/GOPR0152.MP14,high,b,no,0.284027778,119.94,59.94,unknown non flatfish,pelagic/free swimming,,NA,NA,NA,NA,NA,1,o,,POINT,84.421,0,,,PelFusZP,UNK,2017,7,,7,12,2017,42928,7,12,2017,Hood Canal,Dosewallips,Clams,NA,4.9,2.76,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0
45,SD40 371 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,371,3_28_2018,43228.62222,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0371.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,54.422,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,SD24 152 7_12_2017,Dosewallips,Hood Canal,On,Clam,NA,T,Center,NA,Clam,Clam_H,6,SD24,152,7_12_2017,43048.62361,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD24/GOPR0152.MP15,high,b,no,0.284027778,119.94,59.94,unknown non flatfish,pelagic/free swimming,,NA,NA,NA,NA,NA,1,o,,POINT,114.865,0,,,PelFusZP,UNK,2017,7,,7,12,2017,42928,7,12,2017,Hood Canal,Dosewallips,Clams,NA,4.9,2.76,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0
47,SD40 371 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,371,3_28_2018,43228.62222,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0371.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,54.678,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP4,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,2.123,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
49,SD40 370 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,370,3_28_2018,43228.62083,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0370.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,f,NA,POINT,5.915,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP5,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,46.215,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
51,SD40 370 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,370,3_28_2018,43228.62083,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0370.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,f,NA,POINT,64.949,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP6,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,72.073,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
53,SD40 370 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,370,3_28_2018,43228.62083,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0370.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,f,NA,POINT,73.457,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP7,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,92.56,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
55,SD40 370 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,370,3_28_2018,43228.62083,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0370.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,f,NA,POINT,103.856,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP8,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,96.647,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
57,SD40 369 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,369,3_28_2018,43228.61944,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0369.MP4,high,b,no,0.452777778,119.92,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,f,NA,POINT,80.844,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP9,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,108.429,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
59,SD40 369 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,369,3_28_2018,43228.61944,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0369.MP4,high,b,no,0.452777778,119.92,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,o,NA,POINT,84.869,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP10,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,112.012,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
61,SD40 368 3_28_2018,Chelsea,South Sound,NA,Clam/Flipbag,sediment,R,Center,NA,sediment,,,40,368,3_28_2018,43228.61806,E:/VideoMarch2018/27March2018_ChelseaEld/SD40_27March2018_ChelseaEld/100GOPRO/GOPR0368.MP4,high,b,no,0.452777778,119.94,59.94,sculpin,demersal,3.7 ± 0.64,3.7,cottoid-like,3,O,ZB,1,r,NA,POINT,109.518,0,NA,NA,DemOpp,SmDemZB,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP11,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,f,,POINT,119.437,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
63,SD28 322 3_28_2018,Chelsea,South Sound,on bottom,Clam,NA,T,Center,NA,Clam,,,28,322,3_28_2018,43228.58403,E:/VideoMarch2018/27March2018_ChelseaEld/SD28_27March2018_ChelseaEld/100GOPRO/GOPR0322.MP4,high,b,no,0.452777778,120.9,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,15.237,0,NA,NA,Crabs,Crabs,2018,3,,3,28,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP12,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,,POINT,1.488,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
65,SD9 329 4_18_2018,Samish West,North Sound,NA,Clam,sediment,R,Center,NA,sediment,,,9,329,4_18_2018,43229.72014,E:/Video Backup 2018/April 2018/Samish West_Samish/SD9_17April2018_TaylorSamishWest/100GOPRO/GOPR0329.MP4,high,b,no,0.272222222,120.9,59.94,cancer crab,benthic,3,3,cancroid,2 to 4,O,ZB or OP,1,o,NA,POINT,112.756,0,NA,NA,Crabs,Crabs,2018,4,,4,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,SDT1 052 4_18_2018,Samish West,North Sound,on bottom,Oyster OnBottom,NA,T,Center,NA,Oyster OnBottom,,,T1,52,4_18_2018,43230.42778,E:/Video Backup 2018/April 2018/Samish West_Samish/SDT1_17April2018_TaylorSamishWest/100GOPRO/GOPR0052.MP4,medium,e,no,0.272222222,1154.11,59.94,dungeness crab,benthic,3,3,cancroid,4,O,OP,1,f,NA,POINT,2.909,0,NA,NA,Crabs,Crabs,2018,4,,4,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP13,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,,POINT,2.252,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
68,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP14,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,,POINT,2.773,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
69,SD8 807 4_24_2018,Samish West,North Sound,off bottom,Flipbag,NA,T,Center,NA,Flipbag,,,8,807,4_24_2018,43229.69097,E:/Video Backup 2018/April 2018/Samish West_Samish/SD8_17April2018_TaylorSamishWest/100GOPRO/GOPR0807.MP4,medium,e,no,0.272222222,120.9,59.94,forage fish,pelagic/free swimming,3.2 ± 0.25,3.2,fusiform,2,O,ZP,1,t,NA,POINT,87.191,0,NA,NA,PelFusZP,PelFusZP,2018,4,,4,24,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP15,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,,POINT,3.022,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
71,SD8 807 4_24_2018,Samish West,North Sound,off bottom,Flipbag,NA,T,Center,NA,Flipbag,,,8,807,4_24_2018,43229.69097,E:/Video Backup 2018/April 2018/Samish West_Samish/SD8_17April2018_TaylorSamishWest/100GOPRO/GOPR0807.MP4,medium,e,no,0.272222222,120.9,59.94,forage fish,pelagic/free swimming,3.2 ± 0.25,3.2,fusiform,2,O,ZP,1,t,NA,POINT,90.032,0,NA,NA,PelFusZP,PelFusZP,2018,4,,4,24,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP16,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,,POINT,4.04,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
73,SD8 807 4_24_2018,Samish West,North Sound,off bottom,Flipbag,NA,T,Center,NA,Flipbag,,,8,807,4_24_2018,43229.69097,E:/Video Backup 2018/April 2018/Samish West_Samish/SD8_17April2018_TaylorSamishWest/100GOPRO/GOPR0807.MP4,medium,e,no,0.272222222,120.9,59.94,forage fish,pelagic/free swimming,3.2 ± 0.25,3.2,fusiform,2,O,ZP,1,t,NA,POINT,100.101,0,NA,NA,PelFusZP,PelFusZP,2018,4,,4,24,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP17,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,,POINT,9.677,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
75,SD9 330 4_18_2018,Samish West,North Sound,NA,Clam,sediment,R,Center,NA,sediment,,,9,330,4_18_2018,43229.72222,E:/Video Backup 2018/April 2018/Samish West_Samish/SD9_17April2018_TaylorSamishWest/100GOPRO/GOPR0330.MP4,high,b,no,0.272222222,120.9,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,111.122,0,NA,NA,Crabs,Crabs,2018,4,,4,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,SD23 175 7_11_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,175,7_11_2017,43048.60486,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0175.MP18,medium,ec,no,0.254166667,119.94,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,,POINT,63.367,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,7,,7,11,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
77,SD9 328 4_18_2018,Samish West,North Sound,NA,Clam,sediment,R,Center,NA,sediment,,,9,328,4_18_2018,43229.71875,E:/Video Backup 2018/April 2018/Samish West_Samish/SD9_17April2018_TaylorSamishWest/100GOPRO/GOPR0328.MP4,high,b,no,0.272222222,120.9,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,76.743,0,NA,NA,Crabs,Crabs,2018,4,,4,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,SD23 177 7_12_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,177,7_12_2017,43048.60903,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0177.MP4,medium,ec,no,0.284027778,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,f,,POINT,14.748,0,,,PelFusZP,PelFusZP,2017,7,,7,12,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
79,SD9 327 4_18_2018,Samish West,North Sound,NA,Clam,sediment,R,Center,NA,sediment,,,9,327,4_18_2018,43229.71806,E:/Video Backup 2018/April 2018/Samish West_Samish/SD9_17April2018_TaylorSamishWest/100GOPRO/GOPR0327.MP4,high,b,no,0.272222222,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,95.541,0,NA,NA,Crabs,Crabs,2018,4,,4,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,SD23 177 7_12_2017,Dosewallips,Hood Canal,eelgrass,Clam,eelgrass,R,Center,NA,eelgrass,eelgrass_H,6,SD23,177,7_12_2017,43048.60903,F:/VideoBackup/video files for analysis/deployed 7_10_2017/SD23/GOPR0177.MP5,medium,ec,no,0.284027778,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,104.281,0,,,PelFusZP,PelFusZP,2017,7,,7,12,2017,42926,7,10,2017,Hood Canal,Dosewallips,Eelgrass,Clam,10.6,1.76,10.63,3.27,0.21,0,0.02,13.5,2.3,14.75,4.82,0.38,0,0.07,8.6,0,0,0,0,0,0
81,SDT2 006 4_18_2018,Samish West,North Sound,NA,Flipbag/Oyster OnBottom,eelgrass,R,Center,NA,eelgrass,,,T2,6,4_18_2018,43230.42917,E:/Video Backup 2018/April 2018/Samish West_Samish/SDT2_17April2018_TaylorSamishWest/100GOPRO/GOPR0006.MP4,medium,e,no,0.272222222,120.85,59.94,unknown crab,benthic,NA,NA,cancroid,NA,NA,ZB or OP,1,o,NA,POINT,32.839,0,NA,NA,Crabs,Crabs,2018,4,,4,18,2018,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
